galaxy,r_kpc,x,y,Rd_kpc
NGC2403,2.68,2.5859649122807022,0.051884740284877516,1.0363636363636362
NGC2403,2.78,2.6824561403508778,0.050609834392708324,1.0363636363636362
NGC2403,2.88,2.7789473684210533,0.051449895950862405,1.0363636363636362
NGC2403,2.98,2.875438596491229,0.05204717764711138,1.0363636363636362
NGC2403,3.08,2.9719298245614043,0.05471818299146172,1.0363636363636362
NGC2403,3.19,3.078070175438597,0.050585620072416446,1.0363636363636362
NGC2403,3.29,3.174561403508773,0.04852356939024256,1.0363636363636362
NGC2403,3.39,3.2710526315789483,0.05048851232485863,1.0363636363636362
NGC2403,3.49,3.367543859649124,0.056586453127392244,1.0363636363636362
NGC2403,3.59,3.464035087719299,0.06089345462188272,1.0363636363636362
NGC2403,3.69,3.5605263157894744,0.06275988142168479,1.0363636363636362
NGC2403,3.79,3.65701754385965,0.06494156259580369,1.0363636363636362
NGC2403,3.9,3.763157894736843,0.0712191219154932,1.0363636363636362
NGC2403,3.99,3.850000000000001,0.06976154939434337,1.0363636363636362
NGC2403,4.47,4.313157894736842,0.06276634392700249,1.0363636363636362
NGC2403,4.97,4.79561403508772,0.06216199812505686,1.0363636363636362
NGC2403,5.47,5.2780701754385975,0.06200107740563979,1.0363636363636362
NGC2403,5.96,5.750877192982458,0.05957871110621565,1.0363636363636362
NGC2403,6.46,6.233333333333334,0.05745093979284588,1.0363636363636362
NGC2403,6.96,6.715789473684212,0.05405208569941996,1.0363636363636362
NGC2403,7.45,7.188596491228072,0.05108807738424749,1.0363636363636362
NGC2403,7.95,7.671052631578949,0.04836801868051358,1.0363636363636362
NGC2403,8.45,8.153508771929825,0.04680647836627031,1.0363636363636362
NGC2403,8.94,8.626315789473685,0.04538980111739428,1.0363636363636362
NGC2403,9.44,9.108771929824563,0.04315606480208007,1.0363636363636362
NGC2403,9.94,9.59122807017544,0.04032569174892049,1.0363636363636362
NGC2403,10.43,10.0640350877193,0.03847736383274434,1.0363636363636362
NGC2403,10.93,10.546491228070177,0.03758148800999009,1.0363636363636362
